GT,Result
944559 601218 177643 436955 746471 250403 100496 728480 281594 392215 ,80840 176718 95292 550220 267475 746471 178866 838935 285493 529244 
369124 890079 561463 277780 276190 268414 17113 393111 679073 192955 ,978838 13104 984332 979346 213206 669656 562556 531641 96754 905974 
614134 318800 97988 210167 259567 932948 118289 35354 893767 630843 ,932948 678762 614134 325391 950640 925140 629031 630843 592817 943073 
500558 268264 340517 614134 251462 62879 856877 214355 185345 966233 ,886434 191297 857602 487797 396583 255423 261181 886476 997196 100812 
313502 568322 2665 11449 614134 681892 35354 521126 182038 232776 ,239895 134243 960124 616496 77623 742121 391430 866308 731592 616687 
788491 414491 362577 518504 30466 448322 41287 32352 960161 512290 ,591531 579726 503403 580135 687700 230522 567481 245837 504154 504734 
136532 172317 742221 820658 83127 414491 518504 629929 576236 67119 ,978051 114033 218969 586919 640591 267381 568826 739157 661805 642681 
205357 819086 370538 842609 625302 357793 500558 192220 391191 33681 ,310047 357793 185495 688229 194272 310770 902391 184505 679666 909603 
450451 128847 500558 297636 538689 106335 828498 756342 888133 842271 ,396812 64764 78295 868889 947111 403671 877995 798930 271791 192975 
128847 361119 396416 500558 232776 819086 475629 520434 454753 924645 ,868292 203319 425998 481267 769094 949446 520434 396416 253562 500558 
727294 430617 512938 526306 858447 600477 297000 906850 134416 413697 ,503206 721507 522932 727294 187951 798606 2814 686433 526708 612627 
62879 509335 667322 17073 361009 888133 369124 61471 62798 65223 ,751671 349394 978145 519042 989250 866420 355451 741074 166374 933103 
30466 66219 5149 546885 944559 821969 414491 18684 566262 228378 ,366606 497632 112093 4215 50628 322896 347109 5149 322541 213405 
483155 772671 244168 179118 513843 913389 523176 332869 106600 261748 ,298910 464511 696572 72779 396934 310764 431962 301559 676266 731156 
204546 822117 261483 733343 398341 308933 586011 105156 386729 720199 ,261574 524865 321918 271987 420078 152559 106725 345501 337913 482242 
494831 828498 221598 835957 475629 343295 848871 842271 834280 230396 ,61758 870333 831538 130138 905653 946961 846625 546682 205261 541684 
806024 468558 699033 584473 262811 533858 461413 385628 623780 69546 ,329141 178623 809559 325635 576495 173826 703479 529657 988737 242206 
333723 309064 959506 38500 824324 690101 258408 62879 98602 926561 ,123450 732054 369223 769842 772352 321853 69634 833961 69881 249921 
742221 996213 30466 632467 334696 249336 136532 108453 285473 659552 ,818202 30808 974730 428597 653517 31460 685504 788426 652964 824636 
770844 392147 494831 562260 297636 646045 905442 148941 828498 531690 ,474309 380305 595635 988248 649669 432528 944239 200875 875290 71814 
864255 536372 7887 420484 930387 249480 633421 721099 50343 889971 ,210509 978278 261243 982096 993673 333802 504036 170157 512814 742084 
658484 822167 267829 397784 617177 924594 377580 532570 784931 289288 ,743911 496017 745492 549225 595996 537938 787759 678542 858870 884896 
633249 792978 679666 696828 316266 74576 258006 994010 438116 392297 ,265207 994010 497638 137081 544082 633249 68109 232749 888361 382283 
289288 172317 628188 290740 865883 817840 953295 308802 389902 197866 ,483155 234497 364498 487832 628188 355197 772671 176796 403517 509326 
474031 224514 577878 551089 711096 811321 394319 770844 179665 734740 ,980353 284154 875824 668623 618355 150734 434554 836360 150164 587415 
338599 316266 425492 627953 392297 410567 837464 579307 224891 984865 ,67214 558004 904027 272354 152953 453527 301484 417232 865527 571443 
751002 278834 286559 315057 350777 969816 108453 390980 200233 702344 ,248198 364095 605612 341898 506570 330273 292374 350805 663782 230789 
697010 406311 251769 119323 214629 899209 520457 861056 700156 588631 ,466884 697010 109167 484860 9217 395644 456580 697177 406311 393840 
834280 360473 739013 574887 834247 435329 870441 196344 485024 62879 ,697087 185906 72657 515201 489742 106543 932537 813343 472549 924175 
289288 100496 904624 488761 627915 30466 390187 204546 513843 342660 ,200676 264954 919403 284688 99688 128611 475748 637322 416084 236320 
714914 224556 886365 197944 825874 220716 987911 440009 879750 141247 ,539271 15937 14946 183958 13594 599292 931811 436354 329333 254853 
848992 979573 627800 16573 505606 767758 733936 854928 713361 944366 ,263883 107631 760312 351638 768773 818357 266306 758994 317716 348465 
947494 872028 489744 488761 606844 793722 70116 196950 714119 16722 ,492519 613842 611679 124932 871585 704812 613462 399883 617496 260982 
332869 30466 289288 944559 698478 617177 513843 254928 531166 862533 ,811023 678725 549624 669368 828095 684739 669248 81169 991242 27036 
801352 627915 892963 536312 617177 487962 323739 30466 385767 309759 ,503418 811697 669353 719 141861 210471 683352 521695 487962 247417 
836270 85075 343066 316409 454753 942633 128847 476785 341249 32448 ,19198 124275 256130 840638 800706 575066 291441 431452 733382 849599 
849653 136262 616110 733102 571377 955988 968146 272892 524310 742221 ,883683 10319 557000 448899 571284 465901 973755 355213 709338 333104 
500558 905656 320916 128847 106335 745558 606027 485024 235146 854812 ,158755 565190 825236 931187 131266 735866 468092 693581 903852 63195 
966191 965587 537379 337565 389602 391150 728484 301040 324050 152345 ,966191 965587 353851 537379 337565 134217 389602 391150 728484 301040 
374891 853475 132586 374907 128847 219082 734521 831145 220716 490956 ,632439 608293 374400 997403 295104 290338 663895 294084 849927 301868 
570133 563196 877902 853365 832056 918269 434347 116922 979419 318153 ,272357 193541 571407 296289 359236 517687 637863 922439 664612 337586 
297805 35354 201687 184589 331722 333414 450451 531690 538487 241903 ,360052 628897 501331 511626 66879 74133 966722 591114 989417 501010 
450451 198529 986900 103078 614134 251462 881863 275699 318800 361119 ,800396 596815 800229 597164 598008 813855 329605 349639 489315 315182 
55417 534343 698236 466297 482402 842088 779388 259403 62798 220785 ,982758 480737 708169 598701 254510 519566 540222 711946 714952 752844 
879797 433041 967643 17113 682836 450451 276190 786260 868022 112194 ,226162 224331 80814 802461 2435 391014 3645 61822 982959 572899 
267829 627915 617177 518414 30466 540129 505191 210214 85436 10497 ,80659 80263 525122 512696 705283 95101 957088 668723 268206 203928 
19769 185699 260354 524885 847236 953593 417112 69767 389902 437003 ,702673 96823 669383 2075 19769 742439 233060 232921 111147 185699 
531690 129028 474286 369926 587815 664204 361533 784649 564323 17073 ,61372 800131 268856 75486 845014 386399 388524 684685 429976 87501 
592980 834280 702274 60379 850981 844385 573929 987344 972680 969085 ,692327 465848 813119 15998 16145 402554 343930 917154 286661 193851 
61303 834734 467931 377580 495030 824226 172317 89419 978846 79872 ,79872 61303 942016 17868 242842 855110 46935 273221 802102 938567 
842271 297636 352465 764138 316266 509335 811321 57748 819086 625302 ,206254 389276 994105 897382 234683 322758 9857 897761 851324 798211 
576236 136532 550713 370357 305723 523176 790186 69546 172317 611719 ,354523 429461 203351 150019 757349 698777 836814 499111 720005 505362 
201687 283955 787651 845267 51680 102818 388002 266497 54927 906698 ,97203 484954 198799 257771 304069 268091 905871 885624 422056 185496 
497161 106806 571160 419850 112324 541593 562016 949952 387402 517579 ,570906 864636 694618 685470 76703 496198 873870 81986 397626 476205 
655902 824226 762262 421614 793722 509712 406861 977755 559306 16722 ,157219 450582 570528 716130 603173 627932 204835 646605 382115 830031 
136209 493563 597587 64133 952494 63922 918257 616934 360408 245081 ,584613 316976 669966 858568 62751 801052 465937 136209 35213 783904 
298796 105103 434509 974097 170602 21110 501108 25316 104898 550713 ,780320 32736 222873 432535 495333 497406 358 808891 193743 363827 
516903 818752 158331 305915 785078 198961 788492 523391 351398 931528 ,324723 72547 247239 275995 516903 483684 654268 698840 566713 517386 
128847 392297 338599 924645 297636 204361 366874 846929 531690 729289 ,245516 680855 887499 93033 629352 923636 925565 482198 276183 369063 
338599 343066 135716 955938 100816 297636 204361 842271 943477 829853 ,427201 217706 954211 185212 280948 390704 419485 592262 927881 949207 
827499 986900 304056 333414 232776 531690 848871 450451 881863 478377 ,51520 16423 11614 47681 603259 867371 942852 143462 676689 833702 
888133 960656 503698 201687 606027 850970 905656 106335 57748 842271 ,872209 903852 478643 897253 12505 585492 158755 63195 739122 272330 
172317 126956 820658 210926 65189 290740 677361 56380 467931 308802 ,230817 830565 65189 353731 820794 799635 424217 126956 912036 85345 
135716 671258 960042 669313 625135 500558 966233 745558 789975 352792 ,59115 389198 845330 875904 805985 99189 138675 968373 194815 479315 
966233 27895 952494 943477 975169 159650 338410 373095 789975 321063 ,323850 775362 125546 633117 151627 361335 326316 244728 254598 928136 
827499 848871 201687 781572 208930 614134 613157 162053 881863 784343 ,313875 358327 696282 118721 143332 690700 298646 87971 302748 665164 
944559 234749 16722 210214 100496 636826 308933 915223 1550 518085 ,40870 757336 132259 407638 117007 104155 900887 457123 595657 59323 
257810 326494 40300 258513 686539 107713 509335 273972 210238 880070 ,88910 193701 272517 274002 195186 748633 751730 226215 904298 48560 
457332 875697 249253 399532 14437 890026 349344 679698 67920 451684 ,1708 354887 439752 239921 513027 432191 457332 889693 208797 540866 
531690 881863 841399 450451 880989 394089 333414 854911 851434 184589 ,342256 223987 177228 454019 15641 58734 67557 469312 526703 508658 
870441 128847 500558 361119 386964 807397 586897 834118 858481 260509 ,837665 886254 629240 145127 704488 129829 184095 897334 762226 503195 
386729 267829 617177 21110 332869 326715 298796 528918 720199 376277 ,594492 228314 181899 26061 723545 921535 402129 684262 21110 929942 
842271 500558 450451 128847 509335 361119 62879 596512 854812 320916 ,988339 486967 701020 240814 821835 501469 485058 700949 965007 608811 
467931 635099 254928 386729 204546 8828 513843 576153 495030 627915 ,692903 635099 599431 174734 215031 723010 923908 481278 193630 214509 
467931 244168 617177 514454 692529 818313 563118 834567 234553 930090 ,394696 157620 463550 296277 232368 242616 696436 940067 680977 18883 
979573 365814 183205 435161 244031 997991 473396 398341 712709 308637 ,265594 296291 362328 107631 109166 48510 407198 176696 121441 372760 
14926 296299 671554 485024 98163 127329 371972 100816 526340 931623 ,401498 398069 555203 532004 18001 27950 932459 286444 798750 748991 
149762 770113 386373 251926 821116 627915 848090 888687 885448 302485 ,46410 100213 47137 602569 962169 443090 416706 346820 209444 645945 
488761 627915 636826 8828 204546 979573 513843 824226 100496 536312 ,492958 256316 533814 887147 227841 288822 90443 717693 687804 427138 
497632 797267 432047 527541 962243 678502 115526 15372 631095 414491 ,276349 197533 970623 977552 270853 114191 961948 120894 272388 139967 
62879 201687 588387 128847 627330 827499 858867 503698 251462 102818 ,274824 618245 511090 438185 778951 693381 23022 755118 597317 551571 
411391 338599 838084 584554 642376 125260 879720 182956 11827 252064 ,690216 915747 636115 441510 253941 735623 663851 376631 199197 741220 
538860 719587 258567 862379 597027 856877 128216 268264 11063 705453 ,931707 241504 123545 930251 990741 842294 207111 10114 539782 541976 
12992 482545 882623 829853 770844 148941 858603 103638 651848 863302 ,728162 793304 153181 107919 456530 92485 713409 66491 203107 248196 
106565 620509 11924 333494 439518 97988 854812 944197 690101 254928 ,106565 620509 333494 941626 97988 255964 295323 77921 727181 789437 
201687 627330 927850 851510 228892 987947 695981 614134 62538 106745 ,559361 854416 512195 513633 739595 939724 77265 483535 989301 987947 
627915 768341 824226 354462 309759 774324 546527 362317 289288 355017 ,397473 207073 170821 171377 615626 894889 906244 905344 207608 191881 
259526 879834 842402 830938 850496 839683 291078 940618 458887 895896 ,610361 115757 259526 854617 985887 862339 374549 837555 879834 412037 
102081 226459 960656 62879 989778 374549 505659 273676 770844 103788 ,446007 922629 886645 885887 887721 539037 919780 668155 905569 566471 
509335 318800 251462 361119 905442 719587 450451 664204 128555 597883 ,16295 668514 838001 456586 245265 168362 989334 134835 179261 870007 
667212 41701 279756 210926 168062 617177 445788 656667 124734 446957 ,655067 101576 655811 446143 639915 447787 445958 447419 445788 446606 
62879 842271 486146 632337 214355 812069 531690 827499 665116 107713 ,35952 885776 756077 532914 981282 885848 710183 675920 877088 915333 
619986 532055 276316 302485 600758 334780 336859 744886 209109 466017 ,138489 863956 787267 602252 888011 253475 189091 536932 88120 186150 
450451 979419 858603 98163 531690 842271 555658 895565 770844 230396 ,535244 780057 932431 832488 450433 901465 491894 892768 932026 757033 
842328 834280 905442 844060 230396 640877 221598 112915 594283 842271 ,208003 207835 207685 207745 614929 957482 780977 962201 51638 614887 
902746 308460 701288 722979 915141 8828 45568 254928 6217 806009 ,619116 769075 49548 90655 453908 814727 526986 595250 825160 848936 
827499 886142 848871 102818 333414 243026 733895 881863 113269 304056 ,673083 673355 673738 824384 445279 113269 952660 611834 536330 446759 
500558 128847 476785 955020 538821 598413 509335 210540 343066 905442 ,203958 258146 457896 70199 431198 193076 598413 490956 411809 405090 
987336 207534 226332 268264 743315 623616 318811 272990 728292 753344 ,987336 877666 872209 891401 488976 403884 1290 997123 635998 273188 
698478 136532 254928 30466 68416 522276 432879 519715 351913 944559 ,292408 87278 93119 547961 305001 488383 85357 517053 315762 524708 
421151 561202 5569 754098 202466 242512 405698 844201 930569 69446 ,990730 555887 666662 834166 225832 421151 272754 193938 478696 561202 
